book_title,ban_date,collection_successful,error,state,avg_search_before,avg_search_after,max_search_before,max_search_after,min_search_before,min_search_after,percent_change,absolute_change,volatility,data_collected
Finding Community,2021-12-01,True,,Texas,3.98,11.31,100.0,100.0,0.0,0.0,184.36,7.33,23.4,2026-02-07 12:33:23
We Now Return to Regular Life,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:33:37
Willful Machines,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:33:50
Masked,2021-12-01,True,,Texas,22.13,10.42,100.0,100.0,7.0,4.0,-52.91,-11.71,16.8,2026-02-07 12:34:03
The Whispers,2021-12-01,True,,Texas,67.14,63.69,100.0,100.0,28.0,41.0,-5.15,-3.46,13.21,2026-02-07 12:34:17
Striving for Equality: LGBTQ Athletes Claim the Field,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:34:30
Late to the Party,2021-12-01,True,,Texas,29.79,32.72,100.0,100.0,0.0,0.0,9.85,2.93,31.07,2026-02-07 12:34:43
The Nerdy and the Dirty,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:34:56
The Upside of Unrequited (Simonverse Series),2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:35:09
The LGBT Community,2021-12-01,True,,Texas,0.0,3.88,0.0,100.0,0.0,0.0,inf,3.88,18.1,2026-02-07 12:35:22
We the Students: Supreme Court Cases for and about Students,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:35:36
Stained,2021-12-01,True,,Texas,83.36,77.79,100.0,100.0,72.0,58.0,-6.68,-5.57,8.42,2026-02-07 12:35:49
Kissing Kate,2021-12-01,True,,Texas,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:36:02
A Guy's Guide to Sexuality and Sexual Identity in the 21st Century,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:36:15
Ash,2021-12-01,True,,Texas,75.17,27.34,100.0,100.0,66.0,19.0,-63.62,-47.82,25.52,2026-02-07 12:36:29
Scars,2021-12-01,True,,Texas,84.96,81.8,100.0,100.0,66.0,65.0,-3.71,-3.16,7.59,2026-02-07 12:36:42
So Hard to Say,2021-12-01,True,,Texas,24.37,26.59,100.0,100.0,0.0,0.0,9.12,2.22,28.48,2026-02-07 12:36:55
Will,2021-12-01,True,,Texas,82.33,73.59,100.0,100.0,69.0,60.0,-10.62,-8.74,8.1,2026-02-07 12:37:09
Hurricane Child,2021-12-01,True,,Texas,1.82,0.0,100.0,0.0,0.0,0.0,-100.0,-1.82,12.38,2026-02-07 12:37:22
Girl Crushed,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:37:35
Crush,2021-12-01,True,,Texas,76.88,76.3,100.0,100.0,66.0,61.0,-0.75,-0.58,6.33,2026-02-07 12:38:14
Beast,2021-12-01,True,,Texas,74.91,78.07,100.0,100.0,63.0,60.0,4.21,3.16,9.45,2026-02-07 12:38:49
Out of Darkness,2021-12-01,True,,Wisconsin,13.48,45.17,100.0,100.0,0.0,0.0,235.12,31.69,27.41,2026-02-07 12:39:02
Almost Perfect,2021-12-01,True,,Texas,9.4,15.99,100.0,100.0,0.0,0.0,70.09,6.59,28.01,2026-02-07 12:39:15
This Book Is Gay,2021-12-01,True,,Wisconsin,1.89,0.0,100.0,0.0,0.0,0.0,-100.0,-1.89,12.73,2026-02-07 12:39:28
The Underground Girls of Kabul: in Search of a Hidden Resistance in Afghanistan,2021-12-01,True,,Texas,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:39:41
"Two Parties, One Tux, and a Very Short Film about The Grapes of Wrath",2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:39:54
They Called Themselves The K.K.K.: The Birth of an American Terrorist Group,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:40:08
Another Kind of Cowboy,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:40:21
Freak Show,2021-12-01,True,,Texas,65.61,61.34,100.0,100.0,28.0,36.0,-6.5,-4.27,14.96,2026-02-07 12:40:34
The Fight (Surviving Southside Series),2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:40:47
The Other Boy,2021-12-01,True,,Texas,52.89,54.44,100.0,100.0,0.0,0.0,2.94,1.56,24.09,2026-02-07 12:41:01
The Test (Bluford High Series),2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:41:14
Best Best Colors: Los mejores colores,2021-12-01,True,,Texas,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:41:27
What They Always Tell Us,2021-12-01,True,,Texas,1.11,2.16,100.0,100.0,0.0,0.0,94.0,1.04,12.55,2026-02-07 12:41:40
Understanding Gender,2021-12-01,True,,Texas,7.28,13.97,100.0,100.0,0.0,0.0,91.91,6.69,27.49,2026-02-07 12:41:53
The Opposite of Innocent,2021-12-01,True,,Wisconsin,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:42:06
Lizard Radio,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:42:19
Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:42:33
Her Royal Highness,2021-12-01,True,,Texas,2.19,0.0,100.0,0.0,0.0,0.0,-100.0,-2.19,14.52,2026-02-07 12:42:46
Unpregnant,2021-12-01,True,,Texas,3.27,5.3,100.0,100.0,0.0,0.0,62.24,2.03,16.26,2026-02-07 12:42:59
An African American and Latinx History of the United States,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:43:12
See You at Harry's,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:43:26
The Vast Fields of Ordinary,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:43:39
Death Wind,2021-12-01,True,,Texas,13.6,26.1,100.0,100.0,0.0,0.0,91.91,12.5,30.07,2026-02-07 12:43:52
"l8r, g8r",2021-12-01,True,,Wisconsin,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:44:05
Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,2021-12-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:44:18
This Book Is Gay,2021-12-01,True,,Texas,1.89,0.0,100.0,0.0,0.0,0.0,-100.0,-1.89,12.73,2026-02-07 12:44:31
Iron Heart (Crier's War Series),2022-02-01,True,,Tennessee,0.0,1.88,0.0,100.0,0.0,0.0,inf,1.88,12.67,2026-02-07 12:44:44
Trans Mission: My Quest to a Beard,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:44:58
Love & Other Carnivorous Plants,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:45:11
All the Invisible Things,2022-02-01,True,,Tennessee,0.0,2.07,0.0,100.0,0.0,0.0,inf,2.07,13.75,2026-02-07 12:45:24
Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante Series),2022-02-01,True,,Tennessee,1.71,0.0,100.0,0.0,0.0,0.0,-100.0,-1.71,11.86,2026-02-07 12:45:37
The Coldest Touch,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:45:50
Indivisible,2022-02-01,True,,Tennessee,36.3,67.34,100.0,100.0,0.0,0.0,85.52,31.04,25.24,2026-02-07 12:46:03
Afterworlds (Afterworlds Series),2022-02-01,True,,Tennessee,1.83,0.0,100.0,0.0,0.0,0.0,-100.0,-1.83,12.44,2026-02-07 12:46:16
Heartstopper: Volume Two (Heartstopper Series),2022-02-01,True,,Tennessee,2.19,0.0,100.0,0.0,0.0,0.0,-100.0,-2.19,14.52,2026-02-07 12:46:29
Anger Is a Gift,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:46:42
Here the Whole Time,2022-02-01,True,,Tennessee,1.11,2.18,100.0,100.0,0.0,0.0,96.0,1.07,12.63,2026-02-07 12:46:55
When You Get the Chance,2022-02-01,True,,Tennessee,7.54,18.23,100.0,100.0,0.0,0.0,141.68,10.69,26.07,2026-02-07 12:47:08
The Fever King (Feverwake Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:47:21
The Poet X,2022-02-01,True,,New York,4.37,16.87,100.0,100.0,0.0,0.0,286.26,12.5,23.71,2026-02-07 12:47:34
Any Way the Wind Blows (Simon Snow Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:47:48
Jay's Gay Agenda,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:48:00
Summer in the City of Roses,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:48:14
This Book Is Gay,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:48:27
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver",2022-02-01,False,The request failed: Google returned a response with code 400,Florida,,,,,,,,,,
Jack,2022-02-01,True,,Tennessee,69.09,70.97,100.0,100.0,53.0,57.0,2.72,1.88,8.86,2026-02-07 12:48:49
The Sky Blues,2022-02-01,True,,Tennessee,0.0,3.16,0.0,100.0,0.0,0.0,inf,3.16,17.01,2026-02-07 12:49:02
White Rabbit,2022-02-01,True,,Tennessee,60.61,62.91,100.0,100.0,36.0,39.0,3.79,2.3,11.84,2026-02-07 12:49:15
19 Love Songs,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:49:29
The Watcher's Test (Deadendia Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:49:42
"The Legend of Korra: Turf Wars, Part One",2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:49:56
These Witches Don't Burn (These Witches Don't Burn Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:50:09
Always Human (Always Human Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:50:22
Fragile Remedy,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:50:35
"No Way, They Were Gay?: Hidden Lives and Secret Loves",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:50:48
Being Transgender: What You Should Know,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:51:02
My Whole Truth,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:51:15
The Will of the Empress (The Circle Reforged Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:51:28
Baby & Solo,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:51:42
Be Dazzled,2022-02-01,True,,Tennessee,2.19,1.11,100.0,100.0,0.0,0.0,-49.24,-1.08,12.68,2026-02-07 12:51:55
To All the Boys I've Loved Before (To All the Boys I've Loved Before Series),2022-02-01,True,,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:52:08
Amelia Westlake Was Never Here,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:52:21
Rebel Girl Revolution (Fat Angie Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:52:35
The Great American Whatever,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:52:48
Gearbreakers (Gearbreakers Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:53:01
The Hammer of Thor (Magnus Chase and the Gods of Asgard Series),2022-02-01,True,,Tennessee,2.03,0.0,100.0,0.0,0.0,0.0,-100.0,-2.03,13.55,2026-02-07 12:53:14
"Blue Flag, Vol. 5 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:53:27
This Book Is Gay,2022-02-01,True,,Idaho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:53:40
The Year Shakespeare Ruined My Life,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:53:54
On a Sunbeam (On a Sunbeam Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:54:06
Out Now: Queer We Go Again!,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:54:20
Things We Couldn't Say,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:54:33
Sword in the Stars (Once & Future Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:54:46
Blankets,2022-02-01,True,,Missouri,57.77,67.7,100.0,100.0,32.0,53.0,17.2,9.93,12.6,2026-02-07 12:55:00
Beyond the Gender Binary,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:55:13
"The Legend of Korra: Turf Wars, Part Three",2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:55:26
What We Devour,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:55:39
Lawn Boy,2022-02-01,True,,Texas,24.16,48.79,100.0,100.0,0.0,0.0,101.98,24.63,24.55,2026-02-07 12:55:52
The Henna Wars,2022-02-01,True,,Tennessee,2.14,0.0,100.0,0.0,0.0,0.0,-100.0,-2.14,14.23,2026-02-07 12:56:05
The Dark Prophecy (The Trials of Apollo Series),2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:56:20
Gender Issues and Sexuality: Essential Primary Sources,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:56:33
Echo After Echo,2022-02-01,True,,Tennessee,13.38,34.67,100.0,100.0,0.0,0.0,159.14,21.29,31.93,2026-02-07 12:56:47
Girl Made of Stars,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 12:57:00
I'll Give You the Sun,2022-02-01,True,,Tennessee,2.5,2.14,100.0,100.0,0.0,0.0,-14.22,-0.36,14.05,2026-02-07 12:57:13
Crown of Feathers (Crown of Feathers Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:57:26
Cinderella Is Dead,2022-02-01,True,,Tennessee,0.0,2.54,0.0,100.0,0.0,0.0,inf,2.54,14.11,2026-02-07 12:57:39
The Girls Are Never Gone,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:57:52
Sasha Masha,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:58:05
It Goes Like This,2022-02-01,True,,Tennessee,18.82,43.56,100.0,100.0,0.0,0.0,131.4,24.73,33.21,2026-02-07 12:58:19
Saints of Augustine,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 12:58:32
Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:58:45
The Pull of the Stars,2022-02-01,True,,Tennessee,0.0,5.27,0.0,100.0,0.0,0.0,inf,5.27,19.97,2026-02-07 12:58:58
"Nonbinary Gender Identities: History, Culture, Resources",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:59:11
The Stars and the Blackness Between Them,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 12:59:25
Homecoming (Fat Angie Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:59:38
"RIPPED-APART Understanding, Coping and Living with Gender Dysphoria",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 12:59:51
Ramona Blue,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:00:04
Once & Future,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:00:17
Cemetery Boys,2022-02-01,True,,Tennessee,0.0,2.6,0.0,100.0,0.0,0.0,inf,2.6,14.31,2026-02-07 13:00:30
I'll Be the One,2022-02-01,True,,Tennessee,22.36,56.48,100.0,100.0,0.0,0.0,152.63,34.12,35.46,2026-02-07 13:00:43
Bloom,2022-02-01,True,,Tennessee,77.08,71.07,100.0,100.0,62.0,51.0,-7.8,-6.01,9.69,2026-02-07 13:00:57
Golden Boy,2022-02-01,True,,Tennessee,49.11,52.36,100.0,100.0,27.0,36.0,6.61,3.24,11.12,2026-02-07 13:01:10
Lair of Dreams (The Diviners Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:01:23
Sister Mischief,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:01:36
Pulp,2022-02-01,True,,Tennessee,73.38,53.06,100.0,100.0,59.0,41.0,-27.7,-20.32,12.98,2026-02-07 13:01:50
Brave Face: A Memoir,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:02:03
A Perfect Blank,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:02:16
"Blue Flag, Vol. 1 (Blue Flag Series)",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:02:29
The Perks of Being a Wallflower,2022-02-01,True,,Missouri,39.38,60.03,100.0,100.0,24.0,32.0,52.45,20.66,16.83,2026-02-07 13:02:42
I Hope You're Listening,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:02:56
Black and White,2022-02-01,True,,New Jersey,79.28,80.56,100.0,100.0,64.0,60.0,1.61,1.28,7.59,2026-02-07 13:03:11
The (Un)Popular Vote,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:03:24
A Lesson in Vengeance,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:03:37
"Jane, Unlimited",2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:03:50
How It All Blew Up,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:04:03
Girl Crushed,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:04:16
Kate in Waiting,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:04:29
Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us,2022-02-01,False,The request failed: Google returned a response with code 400,Tennessee,,,,,,,,,,
Labyrinth Lost (Brooklyn Brujas Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:04:50
Tarnished Are the Stars,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:05:04
Can't Take That Away,2022-02-01,True,,Tennessee,1.99,4.01,100.0,100.0,0.0,0.0,101.68,2.02,16.23,2026-02-07 13:05:17
The ABC's of LGBT+,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:05:30
You Should See Me in a Crown,2022-02-01,True,,Tennessee,4.96,11.26,100.0,100.0,0.0,0.0,127.13,6.3,21.92,2026-02-07 13:05:43
The Falling in Love Montage,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:05:56
All Boys Aren't Blue,2022-02-01,True,,Tennessee,5.84,8.58,100.0,100.0,0.0,0.0,46.77,2.73,21.3,2026-02-07 13:06:09
Dark and Deepest Red,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:06:22
The Bluest Eye,2022-02-01,True,,Missouri,19.53,46.57,100.0,100.0,0.0,0.0,138.4,27.03,24.4,2026-02-07 13:06:35
Leah on the Offbeat (Simonverse Series),2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:06:48
Unbecoming,2022-02-01,True,,Tennessee,13.12,14.59,100.0,100.0,0.0,0.0,11.18,1.47,24.13,2026-02-07 13:07:01
The Magic Fish,2022-02-01,True,,Tennessee,1.11,4.18,100.0,100.0,0.0,0.0,276.0,3.07,15.69,2026-02-07 13:07:15
Beyond Magenta: Transgender Teens Speak Out,2022-02-01,True,,Georgia,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:07:28
May the Best Man Win,2022-02-01,True,,Tennessee,2.97,1.64,100.0,100.0,0.0,0.0,-44.57,-1.32,14.01,2026-02-07 13:07:42
The Bridge,2022-02-01,True,,Tennessee,56.06,72.59,100.0,100.0,44.0,58.0,29.49,16.53,11.36,2026-02-07 13:07:55
The Lucky List,2022-02-01,True,,Tennessee,3.01,1.11,100.0,100.0,0.0,0.0,-63.1,-1.9,13.73,2026-02-07 13:08:09
Elevation,2022-02-01,True,,Tennessee,71.06,76.38,100.0,100.0,55.0,61.0,7.49,5.32,8.95,2026-02-07 13:08:22
SELF-ish: A Transgender Awakening,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:08:35
The Passing Playbook,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:08:48
The Inexplicable Logic of My Life,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:09:01
Perfect on Paper,2022-02-01,True,,Tennessee,0.0,3.96,0.0,100.0,0.0,0.0,inf,3.96,18.4,2026-02-07 13:09:15
Dear Martin,2022-02-01,True,,New York,15.76,38.98,100.0,100.0,0.0,0.0,147.39,23.22,28.08,2026-02-07 13:09:28
Little & Lion,2022-02-01,True,,Tennessee,2.06,0.0,100.0,0.0,0.0,0.0,-100.0,-2.06,13.68,2026-02-07 13:09:41
Speak No Evil,2022-02-01,True,,Tennessee,16.93,48.41,100.0,100.0,0.0,0.0,185.89,31.48,24.48,2026-02-07 13:09:54
They Both Die at the End,2022-02-01,True,,Tennessee,56.52,45.69,100.0,100.0,0.0,21.0,-19.17,-10.83,15.57,2026-02-07 13:10:08
The Porcupine of Truth,2022-02-01,True,,Tennessee,0.0,1.11,0.0,100.0,0.0,0.0,inf,1.11,10.48,2026-02-07 13:10:21
How to Be an Antiracist,2022-02-01,True,,Tennessee,2.09,4.77,100.0,100.0,0.0,0.0,128.19,2.68,15.68,2026-02-07 13:10:34
Heiress Apparently (Daughters of the Dynasty Series),2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:10:47
Girl on the Line,2022-02-01,True,,Tennessee,6.41,17.44,100.0,100.0,0.0,0.0,172.1,11.03,27.31,2026-02-07 13:11:00
The House You Pass on the Way,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:11:14
Just Ash,2022-02-01,True,,Tennessee,0.0,3.84,0.0,100.0,0.0,0.0,inf,3.84,14.2,2026-02-07 13:11:27
The Summer of Jordi Perez,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:11:40
The Music of What Happens,2022-02-01,True,,Tennessee,3.18,13.21,100.0,100.0,0.0,0.0,315.73,10.03,24.9,2026-02-07 13:11:53
The Gravity of Us (The Gravity of Us Series),2022-02-01,True,,Tennessee,0.0,1.93,0.0,100.0,0.0,0.0,inf,1.93,12.97,2026-02-07 13:12:06
In Deeper Waters,2022-02-01,True,,Tennessee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-02-07 13:12:19
My Heart Underwater,2022-02-01,True,,Tennessee,1.11,0.0,100.0,0.0,0.0,0.0,-100.0,-1.11,10.48,2026-02-07 13:12:33
Ask the Passengers,2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:12:46
Of Ice and Shadows (Of Fire and Stars Series),2022-02-01,True,,Tennessee,1.11,1.11,100.0,100.0,0.0,0.0,0.0,0.0,10.48,2026-02-07 13:12:59
The Hate U Give,2022-02-01,True,,Tennessee,46.61,23.07,100.0,100.0,19.0,10.0,-50.51,-23.54,17.18,2026-02-07 13:13:12
